route_name,from_stop_name,to_stop_name,total_passenger,total_amount,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Daulat Nagar,15,75,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Jammu And Kashmir Bank Or Jangid Circle,78,390,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Kashi Mira,48,240,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Ketaki Pada,4,20.12,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Magathane Depot,7,70,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Magathane Telecom Exchange,5,50,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Mira Road Station East,68,680,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Novelty Silk Mill,1,5,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Omkareshwar Mandir,2,20,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Samata Nagar Bus Station Kandivali East,30,300,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Thakur Cinema,3,30,,,,,,,,,,,,,,,,,,,,,,
7035,Golden Chemicals,Transport Corporation,7,35,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Apna Bazar,8,40,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Borivali Station East,8,120,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Dahisar Station Road East,11,110,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Daulat Nagar,6,60,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Golden Chemicals,19,190,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Ketaki Pada,7,70,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Mira Road Station East,262,1310,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Novelty Silk Mill,14,140,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Royal College,100,500,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Royal Complex,29,145,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Samata Nagar Bus Station Kandivali East,19,285,,,,,,,,,,,,,,,,,,,,,,
7035,Jammu And Kashmir Bank Or Jangid Circle,Thakur Cinema,4,60,,,,,,,,,,,,,,,,,,,,,,
7035,Kashi Mira,Apna Bazar,8,80,,,,,,,,,,,,,,,,,,,,,,
7035,Kashi Mira,Jammu And Kashmir Bank Or Jangid Circle,11,55,,,,,,,,,,,,,,,,,,,,,,
7035,Kashi Mira,Mira Road Station East,1206,6030,,,,,,,,,,,,,,,,,,,,,,
7035,Kashi Mira,Novelty Silk Mill,1,10,,,,,,,,,,,,,,,,,,,,,,
7035,Kashi Mira,Royal College,10,100,,,,,,,,,,,,,,,,,,,,,,
7035,Kashi Mira,Royal Complex,3,30,,,,,,,,,,,,,,,,,,,,,,
7035,Kashi Mira,Samata Nagar Bus Station Kandivali East,1,20,,,,,,,,,,,,,,,,,,,,,,
7035,Kashi Mira,Thakur Cinema,1,20,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Apna Bazar,4,40,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Borivali Station East,107,545,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Dahisar Station Road East,19,95,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Daulat Nagar,8,40,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Golden Chemicals,6,30,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Jammu And Kashmir Bank Or Jangid Circle,154,770.06,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Kashi Mira,73,365,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Magathane Depot,6,60,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Magathane Telecom Exchange,1,10,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Mira Road Station East,49,490,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Novelty Silk Mill,1,5,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Omkareshwar Mandir,13,65,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Royal College,3,30,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Royal Complex,1,10,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Samata Nagar Bus Station Kandivali East,9,90,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Thakur Cinema,2,20,,,,,,,,,,,,,,,,,,,,,,
7035,Ketaki Pada,Transport Corporation,21,105,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Borivali Station East,102,510,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Dahisar Station Road East,53,265,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Daulat Nagar,5,25,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Golden Chemicals,4,40,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Jammu And Kashmir Bank Or Jangid Circle,20,200,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Kashi Mira,6,60,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Ketaki Pada,7,70,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Mira Road Station East,9,135,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Novelty Silk Mill,85,425,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Omkareshwar Mandir,3,15,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Royal College,1,15,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Samata Nagar Bus Station Kandivali East,79,395,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Depot,Transport Corporation,6,60,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Apna Bazar,4,60,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Borivali Station East,101,505,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Dahisar Station Road East,58,290,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Daulat Nagar,11,55,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Golden Chemicals,4,40,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Kashi Mira,4,40,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Ketaki Pada,2,20,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Mira Road Station East,1,15,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Novelty Silk Mill,2,20,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Omkareshwar Mandir,8,40,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Royal College,1,15,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Samata Nagar Bus Station Kandivali East,48,240.06,,,,,,,,,,,,,,,,,,,,,,
7035,Magathane Telecom Exchange,Transport Corporation,2,20,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Apna Bazar,8,40,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Borivali Station East,49,490,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Dahisar Station Road East,57,570.11,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Daulat Nagar,22,220,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Golden Chemicals,1099,5495,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Ketaki Pada,54,540.11,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Magathane Depot,13,195,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Magathane Telecom Exchange,6,90,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Novelty Silk Mill,36,360,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Omkareshwar Mandir,10,100,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Royal College,166,830,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Royal Complex,28,140.06,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Samata Nagar Bus Station Kandivali East,96,1440,,,,,,,,,,,,,,,,,,,,,,
7035,Mira Road Station East,Thakur Cinema,1,15,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Apna Bazar,9,90,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Borivali Station East,141,705.06,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Dahisar Station Road East,2,10,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Daulat Nagar,19,95,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Golden Chemicals,5,25.06,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Jammu And Kashmir Bank Or Jangid Circle,104,520.06,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Kashi Mira,37,185,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Magathane Depot,173,865,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Magathane Telecom Exchange,5,50,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Mira Road Station East,33,330,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Omkareshwar Mandir,11,55,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Royal College,8,80,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Royal Complex,3,30,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Samata Nagar Bus Station Kandivali East,49,490,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Thakur Cinema,7,70,,,,,,,,,,,,,,,,,,,,,,
7035,Novelty Silk Mill,Transport Corporation,20,100,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Borivali Station East,8,40,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Dahisar Station Road East,27,135,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Daulat Nagar,4,20,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Golden Chemicals,5,50,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Jammu And Kashmir Bank Or Jangid Circle,7,70,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Kashi Mira,6,60,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Ketaki Pada,8,40,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Magathane Depot,4,20,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Magathane Telecom Exchange,4,20,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Mira Road Station East,8,120,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Novelty Silk Mill,28,140,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Royal College,4,60,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Samata Nagar Bus Station Kandivali East,158,790,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Thakur Cinema,4,20,,,,,,,,,,,,,,,,,,,,,,
7035,Omkareshwar Mandir,Transport Corporation,4,40,,,,,,,,,,,,,,,,,,,,,,
7035,Royal College,Borivali Station East,73,730,,,,,,,,,,,,,,,,,,,,,,
7035,Royal College,Dahisar Station Road East,114,570.06,,,,,,,,,,,,,,,,,,,,,,
7035,Royal College,Daulat Nagar,16,160,,,,,,,,,,,,,,,,,,,,,,
7035,Royal College,Golden Chemicals,11,55,,,,,,,,,,,,,,,,,,,,,,
7035,Royal College,Ketaki Pada,19,95,,,,,,,,,,,,,,,,,,,,,,
7035,Royal College,Magathane Depot,22,220,,,,,,,,,,,,,,,,,,,,,,
7035,Royal College,Magathane Telecom Exchange,12,120,,,,,,,,,,,,,,,,,,,,,,
7035,Royal College,Novelty Silk Mill,11,55.06,,,,,,,,,,,,,,,,,,,,,,
7035,Royal College,Samata Nagar Bus Station Kandivali East,29,435,,,,,,,,,,,,,,,,,,,,,,
7035,Royal College,Thakur Cinema,2,20,,,,,,,,,,,,,,,,,,,,,,
7035,Royal Complex,Borivali Station East,144,1440,,,,,,,,,,,,,,,,,,,,,,
7035,Royal Complex,Dahisar Station Road East,201,1005.06,,,,,,,,,,,,,,,,,,,,,,
7035,Royal Complex,Daulat Nagar,63,315,,,,,,,,,,,,,,,,,,,,,,
7035,Royal Complex,Ketaki Pada,29,145,,,,,,,,,,,,,,,,,,,,,,
7035,Royal Complex,Magathane Depot,14,140,,,,,,,,,,,,,,,,,,,,,,
7035,Royal Complex,Magathane Telecom Exchange,2,20,,,,,,,,,,,,,,,,,,,,,,
7035,Royal Complex,Novelty Silk Mill,8,40,,,,,,,,,,,,,,,,,,,,,,
7035,Royal Complex,Omkareshwar Mandir,6,60,,,,,,,,,,,,,,,,,,,,,,
7035,Royal Complex,Samata Nagar Bus Station Kandivali East,42,420,,,,,,,,,,,,,,,,,,,,,,
7035,Royal Complex,Thakur Cinema,6,60,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Apna Bazar,5,100,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Borivali Station East,1126,5630,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Dahisar Station Road East,63,630,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Daulat Nagar,9,90,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Golden Chemicals,27,270,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Jammu And Kashmir Bank Or Jangid Circle,39,585,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Kashi Mira,17,255,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Ketaki Pada,8,80,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Magathane Depot,15,90,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Magathane Telecom Exchange,6,30,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Mira Road Station East,73,1095,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Novelty Silk Mill,37,370,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Omkareshwar Mandir,19,95,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Royal College,1,20,,,,,,,,,,,,,,,,,,,,,,
7035,Samata Nagar Bus Station Kandivali East,Transport Corporation,40,400,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Apna Bazar,1,15,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Borivali Station East,401,2005.06,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Dahisar Station Road East,30,300,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Daulat Nagar,34,170,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Golden Chemicals,17,170,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Jammu And Kashmir Bank Or Jangid Circle,17,255,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Kashi Mira,15,150,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Ketaki Pada,7,70,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Magathane Depot,1,5,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Mira Road Station East,10,150,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Novelty Silk Mill,18,180,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Omkareshwar Mandir,15,75,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Samata Nagar Bus Station Kandivali East,3,15,,,,,,,,,,,,,,,,,,,,,,
7035,Thakur Cinema,Transport Corporation,5,50,,,,,,,,,,,,,,,,,,,,,,
7035,Transport Corporation,Apna Bazar,1,10,,,,,,,,,,,,,,,,,,,,,,
7035,Transport Corporation,Jammu And Kashmir Bank Or Jangid Circle,5,25,,,,,,,,,,,,,,,,,,,,,,
7035,Transport Corporation,Mira Road Station East,167,835,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
date,day,direction,from_00_to_01,from_01_to_02,from_02_to_03,from_03_to_04,from_04_to_05,from_05_to_06,from_06_to_07,from_07_to_08,from_08_to_09,from_09_to_10,from_10_to_11,from_11_to_12,from_12_to_13,from_13_to_14,from_14_to_15,from_15_to_16,from_16_to_17,from_17_to_18,from_18_to_19,from_19_to_20,from_20_to_21,from_21_to_22,from_22_to_23,from_23_to_24
9/18/2023,MONDAY   ,UP,25,0,0,0,0,130,458,919,1314,1337,1011,929,679,641,431,542,693,721,1060,809,721,470,410,190
