route_name,from_stop_name,to_stop_name,total_passenger,total_amount,,,,,,,,,,,,,,,,,,,,,,
7027,Dahisar Station Road East,Transport Corporation,96,576,,,,,,,,,,,,,,,,,,,,,,
7027,Dahisar Station Road East,Western Hotel Or Lakshmi Baug,93,558,,,,,,,,,,,,,,,,,,,,,,
7027,Daulat Nagar,Borivali Station East,7,42,,,,,,,,,,,,,,,,,,,,,,
7027,Daulat Nagar,Dahisar Station Road East,16,96,,,,,,,,,,,,,,,,,,,,,,
7027,Daulat Nagar,Ghobandar Village,47,611,,,,,,,,,,,,,,,,,,,,,,
7027,Daulat Nagar,Golden Chemicals,34,204,,,,,,,,,,,,,,,,,,,,,,
7027,Daulat Nagar,Kashi Mira,13,169,,,,,,,,,,,,,,,,,,,,,,
7027,Daulat Nagar,Ketaki Pada,8,48,,,,,,,,,,,,,,,,,,,,,,
7027,Daulat Nagar,Magathane Depot,15,90,,,,,,,,,,,,,,,,,,,,,,
7027,Daulat Nagar,Novelty Silk Mill,11,66,,,,,,,,,,,,,,,,,,,,,,
7027,Daulat Nagar,Transport Corporation,36,216,,,,,,,,,,,,,,,,,,,,,,
7027,Daulat Nagar,Western Hotel Or Lakshmi Baug,18,234,,,,,,,,,,,,,,,,,,,,,,
7027,Ghobandar Village,Borivali Station East,201,2613,,,,,,,,,,,,,,,,,,,,,,
7027,Ghobandar Village,Dahisar Station Road East,79,1027,,,,,,,,,,,,,,,,,,,,,,
7027,Ghobandar Village,Daulat Nagar,37,481,,,,,,,,,,,,,,,,,,,,,,
7027,Ghobandar Village,Golden Chemicals,69,414,,,,,,,,,,,,,,,,,,,,,,
7027,Ghobandar Village,Kashi Mira,186,1116,,,,,,,,,,,,,,,,,,,,,,
7027,Ghobandar Village,Ketaki Pada,301,1806,,,,,,,,,,,,,,,,,,,,,,
7027,Ghobandar Village,Magathane Depot,22,418,,,,,,,,,,,,,,,,,,,,,,
7027,Ghobandar Village,Novelty Silk Mill,8,104,,,,,,,,,,,,,,,,,,,,,,
7027,Ghobandar Village,Omkareshwar Mandir,17,221,,,,,,,,,,,,,,,,,,,,,,
7027,Ghobandar Village,Transport Corporation,50,300,,,,,,,,,,,,,,,,,,,,,,
7027,Ghobandar Village,Western Hotel Or Lakshmi Baug,6,36,,,,,,,,,,,,,,,,,,,,,,
7027,Golden Chemicals,Borivali Station East,108,648,,,,,,,,,,,,,,,,,,,,,,
7027,Golden Chemicals,Dahisar Station Road East,36,216,,,,,,,,,,,,,,,,,,,,,,
7027,Golden Chemicals,Daulat Nagar,7,42,,,,,,,,,,,,,,,,,,,,,,
7027,Golden Chemicals,Ghobandar Village,142,852,,,,,,,,,,,,,,,,,,,,,,
7027,Golden Chemicals,Kashi Mira,10,60,,,,,,,,,,,,,,,,,,,,,,
7027,Golden Chemicals,Ketaki Pada,2,12.07,,,,,,,,,,,,,,,,,,,,,,
7027,Golden Chemicals,Magathane Depot,16,208,,,,,,,,,,,,,,,,,,,,,,
7027,Golden Chemicals,Novelty Silk Mill,4,24,,,,,,,,,,,,,,,,,,,,,,
7027,Golden Chemicals,Omkareshwar Mandir,3,39,,,,,,,,,,,,,,,,,,,,,,
7027,Golden Chemicals,Western Hotel Or Lakshmi Baug,5,30,,,,,,,,,,,,,,,,,,,,,,
7027,Kashi Mira,Borivali Station East,58,754,,,,,,,,,,,,,,,,,,,,,,
7027,Kashi Mira,Dahisar Station Road East,56,336,,,,,,,,,,,,,,,,,,,,,,
7027,Kashi Mira,Daulat Nagar,13,169,,,,,,,,,,,,,,,,,,,,,,
7027,Kashi Mira,Ghobandar Village,249,1494,,,,,,,,,,,,,,,,,,,,,,
7027,Kashi Mira,Golden Chemicals,6,36,,,,,,,,,,,,,,,,,,,,,,
7027,Kashi Mira,Ketaki Pada,23,138,,,,,,,,,,,,,,,,,,,,,,
7027,Kashi Mira,Magathane Depot,9,117,,,,,,,,,,,,,,,,,,,,,,
7027,Kashi Mira,Novelty Silk Mill,20,120,,,,,,,,,,,,,,,,,,,,,,
7027,Kashi Mira,Omkareshwar Mandir,2,26,,,,,,,,,,,,,,,,,,,,,,
7027,Kashi Mira,Western Hotel Or Lakshmi Baug,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Ketaki Pada,Borivali Station East,74,444,,,,,,,,,,,,,,,,,,,,,,
7027,Ketaki Pada,Dahisar Station Road East,9,54,,,,,,,,,,,,,,,,,,,,,,
7027,Ketaki Pada,Daulat Nagar,6,36,,,,,,,,,,,,,,,,,,,,,,
7027,Ketaki Pada,Ghobandar Village,249,1494.07,,,,,,,,,,,,,,,,,,,,,,
7027,Ketaki Pada,Golden Chemicals,2,12,,,,,,,,,,,,,,,,,,,,,,
7027,Ketaki Pada,Kashi Mira,32,192,,,,,,,,,,,,,,,,,,,,,,
7027,Ketaki Pada,Magathane Depot,3,39,,,,,,,,,,,,,,,,,,,,,,
7027,Ketaki Pada,Novelty Silk Mill,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Ketaki Pada,Omkareshwar Mandir,4,24,,,,,,,,,,,,,,,,,,,,,,
7027,Ketaki Pada,Transport Corporation,9,54,,,,,,,,,,,,,,,,,,,,,,
7027,Ketaki Pada,Western Hotel Or Lakshmi Baug,27,162,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Borivali Station East,85,510,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Dahisar Station Road East,35,210,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Daulat Nagar,6,36,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Ghobandar Village,15,285,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Golden Chemicals,3,39,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Kashi Mira,24,312,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Ketaki Pada,7,91,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Novelty Silk Mill,69,414,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Omkareshwar Mandir,10,60,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Transport Corporation,17,221,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Western Hotel Or Lakshmi Baug,13,169,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Borivali Station East,74,444.07,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Dahisar Station Road East,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Daulat Nagar,4,24,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Ghobandar Village,5,65,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Golden Chemicals,8,48,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Kashi Mira,23,138,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Magathane Depot,64,384,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Omkareshwar Mandir,9,54,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Transport Corporation,5,30,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Western Hotel Or Lakshmi Baug,28,168.07,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Borivali Station East,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Dahisar Station Road East,17,102,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Ghobandar Village,16,208,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Golden Chemicals,4,52,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Kashi Mira,10,130,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Ketaki Pada,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Magathane Depot,4,24,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Novelty Silk Mill,14,84,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Transport Corporation,8,104,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Western Hotel Or Lakshmi Baug,8,104,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Borivali Station East,77,1001,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Dahisar Station Road East,118,708,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Daulat Nagar,12,72,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Ghobandar Village,35,210,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Kashi Mira,2,12,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Ketaki Pada,12,72,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Magathane Depot,10,130,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Novelty Silk Mill,6,36,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Omkareshwar Mandir,4,52,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Western Hotel Or Lakshmi Baug,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Or Lakshmi Baug,Borivali Station East,113,1469,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Or Lakshmi Baug,Dahisar Station Road East,79,474.07,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Or Lakshmi Baug,Daulat Nagar,9,117,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Or Lakshmi Baug,Ghobandar Village,11,66,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Or Lakshmi Baug,Golden Chemicals,21,126,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Or Lakshmi Baug,Kashi Mira,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Or Lakshmi Baug,Ketaki Pada,59,354.21,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Or Lakshmi Baug,Magathane Depot,13,169,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Or Lakshmi Baug,Novelty Silk Mill,7,42,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Or Lakshmi Baug,Omkareshwar Mandir,2,26,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Or Lakshmi Baug,Transport Corporation,2,12,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
date,day,direction,from_00_to_01,from_01_to_02,from_02_to_03,from_03_to_04,from_04_to_05,from_05_to_06,from_06_to_07,from_07_to_08,from_08_to_09,from_09_to_10,from_10_to_11,from_11_to_12,from_12_to_13,from_13_to_14,from_14_to_15,from_15_to_16,from_16_to_17,from_17_to_18,from_18_to_19,from_19_to_20,from_20_to_21,from_21_to_22,from_22_to_23,from_23_to_24
9/18/2023,MONDAY   ,DOWN,5,0,0,0,0,33,153,133,207,203,145,158,220,109,96,84,133,89,274,112,187,71,44,32
9/18/2023,MONDAY   ,UP,0,0,0,0,0,17,68,87,194,205,181,74,137,167,131,126,125,187,150,273,138,163,124,64
