route_name,from_stop_name,to_stop_name,total_passenger,total_amount,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Babhai Naka,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Bhayander Phatak Or Police Station,36,180,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Dahisar Bridge,46,460,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Don Bosco School,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Goddev Naka,15,75,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Golden Chemicals,34,340,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Gorai Bridge,1,20,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,1,20,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Kashimira Telephone Exchange,39,390,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Ketaki Pada,11,110,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Malvani Depot Or Gaikwad Nagar,17,340,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Mary Immaculate School,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Novelty Silk Mill,4,40,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,S K Stone,387,1935,,,,,,,,,,,,,,,,,,,,,,
7201,Bhayander Station East,Swatantraveer Savarkar Chowk Or Golden Nest,107,535,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,Asmita Jyoti,16,160,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,Babhai Naka,2,10,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,Don Bosco School,25,125,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,Gorai Bridge,87,435,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,Gorai Depot,17,85,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,3,30,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,Kandivali Industrial Colony Or Ganesh Nagar,22,220,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,M H B Colony,12,60,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,Malvani Block No 5 Or Police Station,13,130,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,Malvani Depot Or Gaikwad Nagar,129,1290,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,Prabodhankar Thakre Nagar Bus Station,91,455,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Bus Station West,Sahyadri Nagar,23,230,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,Bhagwati Hospital,9,45,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,Bhayandar Station East,4,60,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,Bhayander Phatak Or Police Station,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,Dahisar Bridge,101,505,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,Goddev Naka,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,Golden Chemicals,14,140,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,Kashimira Telephone Exchange,11,110,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,Ketaki Pada,168,840,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,Mary Immaculate School,21,105,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,Novelty Silk Mill,7,35,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,S K Stone,30,300,,,,,,,,,,,,,,,,,,,,,,
7201,Borivali Station West,Swatantraveer Savarkar Chowk Or Golden Nest,7,105,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Asmita Jyoti,3,45,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Babhai Naka,8,40,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Bhagwati Hospital,3,15,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Bhayander Phatak Or Police Station,3,30,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Borivali Bus Station West,95,475,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Don Bosco School,41,205,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Golden Chemicals,10,50,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Gorai Bridge,2,20,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,5,50,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Kandivali Industrial Colony Or Ganesh Nagar,6,60,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Kashimira Telephone Exchange,24,120,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Ketaki Pada,7,35,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Malvani Block No 5 Or Police Station,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Malvani Depot Or Gaikwad Nagar,12,180.16,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Prabodhankar Thakre Nagar Bus Station,1,10,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,S K Stone,6,60,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Sahyadri Nagar,6,60,,,,,,,,,,,,,,,,,,,,,,
7201,Dahisar Bridge,Swatantraveer Savarkar Chowk Or Golden Nest,5,50,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Bhagwati Hospital,2,10,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Bhayandar Station East,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Bhayander Phatak Or Police Station,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Borivali Station West,43,215,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Dahisar Bridge,26,130.06,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Golden Chemicals,1,10,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Gorai Bridge,8,40,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Kandivali Industrial Colony Or Ganesh Nagar,8,40,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Kashimira Telephone Exchange,5,50,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Ketaki Pada,1,10,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Malvani Block No 5 Or Police Station,3,30,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Malvani Depot Or Gaikwad Nagar,14,140,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Mary Immaculate School,6,30,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Novelty Silk Mill,2,20,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Prabodhankar Thakre Nagar Bus Station,7,35.06,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,S K Stone,3,45,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Sahyadri Nagar,6,30,,,,,,,,,,,,,,,,,,,,,,
7201,Don Bosco School,Swatantraveer Savarkar Chowk Or Golden Nest,3,45,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Babhai Naka,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Bhagwati Hospital,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Bhayandar Station East,72,360,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Borivali Bus Station West,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Dahisar Bridge,10,100,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Golden Chemicals,14,140,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Kashimira Telephone Exchange,74,370,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Ketaki Pada,5,50,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Malvani Depot Or Gaikwad Nagar,3,60,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Mary Immaculate School,4,40,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Novelty Silk Mill,4,40,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Prabodhankar Thakre Nagar Bus Station,1,20,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,S K Stone,34,170,,,,,,,,,,,,,,,,,,,,,,
7201,Goddev Naka,Swatantraveer Savarkar Chowk Or Golden Nest,7,35,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Asmita Jyoti,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Bhagwati Hospital,28,140,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Bhayandar Station East,33,330,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Bhayander Phatak Or Police Station,4,40,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Borivali Bus Station West,11,110,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Dahisar Bridge,28,140.06,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Don Bosco School,1,10,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Goddev Naka,5,50,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Gorai Bridge,1,10,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Kandivali Industrial Colony Or Ganesh Nagar,2,30,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Kashimira Telephone Exchange,1,5,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Ketaki Pada,2,10,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,M H B Colony,1,10,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Malvani Block No 5 Or Police Station,2,30,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Malvani Depot Or Gaikwad Nagar,4,80,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Mary Immaculate School,13,65,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Novelty Silk Mill,3,15,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Prabodhankar Thakre Nagar Bus Station,3,45,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,S K Stone,7,35,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Sahyadri Nagar,3,45,,,,,,,,,,,,,,,,,,,,,,
7201,Golden Chemicals,Swatantraveer Savarkar Chowk Or Golden Nest,34,170,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Asmita Jyoti,6,30,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Babhai Naka,2,10,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Bhagwati Hospital,30,150,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Bhayander Phatak Or Police Station,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Borivali Station West,54,270,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Dahisar Bridge,7,70,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Don Bosco School,2,10,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Golden Chemicals,4,40,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,1,5,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Kashimira Telephone Exchange,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Ketaki Pada,2,20,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,M H B Colony,1,5,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Malvani Block No 5 Or Police Station,17,85,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Malvani Depot Or Gaikwad Nagar,10,100,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Novelty Silk Mill,5,50.11,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,S K Stone,4,60,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Sahyadri Nagar,5,25,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Bridge,Swatantraveer Savarkar Chowk Or Golden Nest,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Asmita Jyoti,9,45,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Bhayandar Station East,1,20,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Borivali Station West,13,65,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Dahisar Bridge,2,20,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Don Bosco School,1,5,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,5,25,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Kandivali Industrial Colony Or Ganesh Nagar,4,20,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Kashimira Telephone Exchange,2,20,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Ketaki Pada,1,10,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Malvani Block No 5 Or Police Station,27,135,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Malvani Depot Or Gaikwad Nagar,8,80,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Mary Immaculate School,6,30,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Novelty Silk Mill,1,10,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,S K Stone,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Sahyadri Nagar,3,15,,,,,,,,,,,,,,,,,,,,,,
7201,Gorai Depot,Swatantraveer Savarkar Chowk Or Golden Nest,2,30,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,Asmita Jyoti,3,15,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,Babhai Naka,6,30,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,Bhayandar Station East,3,60,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,Borivali Station West,8,80,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,Dahisar Bridge,4,40,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,Don Bosco School,6,30,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,Golden Chemicals,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,Gorai Bridge,3,15,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,Gorai Depot,8,40,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,Kashimira Telephone Exchange,2,30,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,Malvani Depot Or Gaikwad Nagar,50,250,,,,,,,,,,,,,,,,,,,,,,
7201,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,S K Stone,7,105,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Babhai Naka,2,20,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Bhagwati Hospital,1,10,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Bhayandar Station East,4,80,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Borivali Station West,18,180,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Dahisar Bridge,2,20,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Don Bosco School,5,25,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Golden Chemicals,3,45,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Gorai Bridge,12,60,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Gorai Depot,17,85,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,M H B Colony,4,20,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Malvani Block No 5 Or Police Station,3,15,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Malvani Depot Or Gaikwad Nagar,149,745,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Prabodhankar Thakre Nagar Bus Station,3,15,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,S K Stone,3,60,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Sahyadri Nagar,1,5,,,,,,,,,,,,,,,,,,,,,,
7201,Kandivali Industrial Colony Or Ganesh Nagar,Swatantraveer Savarkar Chowk Or Golden Nest,1,20,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Asmita Jyoti,2,30,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Babhai Naka,1,10,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Bhagwati Hospital,4,40,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Bhayandar Station East,59,590,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Bhayander Phatak Or Police Station,22,110,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Borivali Bus Station West,19,190,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Dahisar Bridge,42,210,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Don Bosco School,8,80,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Goddev Naka,85,425,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Hindustan Steel Company Or Chaudhary Charan Singh Chowk,4,60,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Kandivali Industrial Colony Or Ganesh Nagar,1,15,,,,,,,,,,,,,,,,,,,,,,
7201,Kashimira Telephone Exchange,Ketaki Pada,11,55,,,,,,,,,,,,,,,,,,,,,,
