route_name,from_stop_name,to_stop_name,total_passenger,total_amount,,,,,,,,,,,,,,,,,,,,,,
7091,Bhayander Phatak Or Police Station,Novelty Silk Mill,19,190,,,,,,,,,,,,,,,,,,,,,,
7091,Bhayander Phatak Or Police Station,Omkareshwar Mandir,3,45,,,,,,,,,,,,,,,,,,,,,,
7091,Bhayander Phatak Or Police Station,S K Stone,28,140,,,,,,,,,,,,,,,,,,,,,,
7091,Bhayander Phatak Or Police Station,Swatantraveer Savarkar Chowk Or Golden Nest,2,10,,,,,,,,,,,,,,,,,,,,,,
7091,Bhayander Phatak Or Police Station,Transport Corporation,161,805,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Bhayandar Station East,25,375,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Bhayander Phatak Or Police Station,10,100,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Dahisar Station Road East,128,640,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Daulat Nagar,1,5,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Goddev Naka,8,120,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Golden Chemicals,732,3660.06,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Kashi Mira,192,1920,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Ketaki Pada,35,175,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Magathane Depot,273,1365,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Novelty Silk Mill,75,375,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,S K Stone,147,1470,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Swatantraveer Savarkar Chowk Or Golden Nest,75,750,,,,,,,,,,,,,,,,,,,,,,
7091,Borivali Station East,Transport Corporation,111,1110,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Bhayandar Station East,39,390,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Bhayander Phatak Or Police Station,17,170,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Borivali Station East,174,870,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Daulat Nagar,9,45,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Goddev Naka,8,80,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Golden Chemicals,173,865,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Kashi Mira,431,2155,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Ketaki Pada,17,85,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Magathane Depot,565,2825.12,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Novelty Silk Mill,6,30,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Omkareshwar Mandir,14,70,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,S K Stone,51,510,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Swatantraveer Savarkar Chowk Or Golden Nest,48,480,,,,,,,,,,,,,,,,,,,,,,
7091,Dahisar Station Road East,Transport Corporation,230,1150,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Bhayandar Station East,11,165,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Bhayander Phatak Or Police Station,19,190,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Borivali Station East,10,50,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Dahisar Station Road East,24,120,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Goddev Naka,10,100,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Golden Chemicals,99,495,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Kashi Mira,53,530,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Ketaki Pada,12,60,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Magathane Depot,76,380,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Novelty Silk Mill,53,265,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Omkareshwar Mandir,5,25,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,S K Stone,51,510,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Swatantraveer Savarkar Chowk Or Golden Nest,50,500,,,,,,,,,,,,,,,,,,,,,,
7091,Daulat Nagar,Transport Corporation,141,705,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Bhayandar Station East,358,1790,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Bhayander Phatak Or Police Station,3,15,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Borivali Station East,6,90,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Dahisar Station Road East,15,150,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Daulat Nagar,12,120,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Golden Chemicals,27,270,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Kashi Mira,326,1630,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Ketaki Pada,13,130,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Magathane Depot,6,90,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Novelty Silk Mill,15,150,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,S K Stone,86,430,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Swatantraveer Savarkar Chowk Or Golden Nest,8,40,,,,,,,,,,,,,,,,,,,,,,
7091,Goddev Naka,Transport Corporation,7,70,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Bhayandar Station East,128,1280,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Bhayander Phatak Or Police Station,17,170,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Borivali Station East,527,2635,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Dahisar Station Road East,106,530,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Daulat Nagar,19,95,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Goddev Naka,27,270,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Kashi Mira,53,265.06,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Ketaki Pada,3,15.06,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Magathane Depot,32,320,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Novelty Silk Mill,11,55,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Omkareshwar Mandir,11,110,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,S K Stone,167,835,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Swatantraveer Savarkar Chowk Or Golden Nest,69,690,,,,,,,,,,,,,,,,,,,,,,
7091,Golden Chemicals,Transport Corporation,8,40,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Bhayandar Station East,351,3510,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Bhayander Phatak Or Police Station,104,520,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Borivali Station East,189,1890.11,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Dahisar Station Road East,282,1410.06,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Daulat Nagar,33,330,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Goddev Naka,758,3790,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Golden Chemicals,28,140,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Ketaki Pada,43,215,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Magathane Depot,36,360,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Novelty Silk Mill,42,210,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Omkareshwar Mandir,15,150,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,S K Stone,52,260,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Swatantraveer Savarkar Chowk Or Golden Nest,287,1435,,,,,,,,,,,,,,,,,,,,,,
7091,Kashi Mira,Transport Corporation,2,10,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Bhayandar Station East,69,690,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Bhayander Phatak Or Police Station,20,200,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Borivali Station East,161,805,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Dahisar Station Road East,10,50,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Daulat Nagar,5,25,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Goddev Naka,16,160,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Golden Chemicals,12,60.17,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Kashi Mira,98,490.06,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Magathane Depot,12,120,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Omkareshwar Mandir,32,160,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,S K Stone,246,1230.42,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Swatantraveer Savarkar Chowk Or Golden Nest,63,630,,,,,,,,,,,,,,,,,,,,,,
7091,Ketaki Pada,Transport Corporation,37,185,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Bhayandar Station East,56,840,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Bhayander Phatak Or Police Station,7,105,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Borivali Station East,133,665,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Dahisar Station Road East,151,755,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Daulat Nagar,3,15,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Goddev Naka,9,135,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Golden Chemicals,19,190,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Kashi Mira,54,540,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Ketaki Pada,7,70,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Novelty Silk Mill,254,1270,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Omkareshwar Mandir,6,30,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,S K Stone,65,650.43,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Swatantraveer Savarkar Chowk Or Golden Nest,26,390,,,,,,,,,,,,,,,,,,,,,,
7091,Magathane Depot,Transport Corporation,24,240,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Bhayandar Station East,21,210,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Bhayander Phatak Or Police Station,14,140.11,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Borivali Station East,92,460,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Daulat Nagar,25,125,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Goddev Naka,9,90,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Golden Chemicals,7,35,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Kashi Mira,73,365.06,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Ketaki Pada,1,5,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Magathane Depot,269,1345.06,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Omkareshwar Mandir,8,40,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,S K Stone,114,570,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Swatantraveer Savarkar Chowk Or Golden Nest,60,600,,,,,,,,,,,,,,,,,,,,,,
7091,Novelty Silk Mill,Transport Corporation,25,125,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Bhayandar Station East,9,135,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Bhayander Phatak Or Police Station,1,15,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Borivali Station East,5,25,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Dahisar Station Road East,22,110,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Daulat Nagar,4,20,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Goddev Naka,1,15,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Golden Chemicals,25,250.22,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Kashi Mira,21,210,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Ketaki Pada,40,200,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Magathane Depot,16,80,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Novelty Silk Mill,48,240,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,S K Stone,29,290,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Swatantraveer Savarkar Chowk Or Golden Nest,18,270,,,,,,,,,,,,,,,,,,,,,,
7091,Omkareshwar Mandir,Transport Corporation,17,170,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Bhayandar Station East,752,3760,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Bhayander Phatak Or Police Station,29,145,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Borivali Station East,171,1710,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Dahisar Station Road East,71,710,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Daulat Nagar,44,440,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Goddev Naka,30,150,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Golden Chemicals,80,400,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Kashi Mira,61,305,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Ketaki Pada,117,585.36,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Magathane Depot,74,740,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Novelty Silk Mill,288,1440.18,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Omkareshwar Mandir,15,150,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Swatantraveer Savarkar Chowk Or Golden Nest,10,50,,,,,,,,,,,,,,,,,,,,,,
7091,S K Stone,Transport Corporation,49,245,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,Bhayandar Station East,702,3510,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,Borivali Station East,86,860,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,Dahisar Station Road East,50,500,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,Daulat Nagar,17,170,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,Golden Chemicals,39,390,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,Kashi Mira,193,965,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,Ketaki Pada,51,510,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,Magathane Depot,33,495,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,Novelty Silk Mill,93,930.33,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,Omkareshwar Mandir,15,225,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,S K Stone,22,110,,,,,,,,,,,,,,,,,,,,,,
7091,Swatantraveer Savarkar Chowk Or Golden Nest,Transport Corporation,280,1400,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Bhayandar Station East,38,380,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Bhayander Phatak Or Police Station,52,260,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Borivali Station East,210,2100,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Dahisar Station Road East,271,1355,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Daulat Nagar,98,490,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Goddev Naka,7,70,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Golden Chemicals,2,10,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Kashi Mira,4,20,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Ketaki Pada,26,130,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Magathane Depot,34,340,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Novelty Silk Mill,33,165,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Omkareshwar Mandir,4,40,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,S K Stone,27,135,,,,,,,,,,,,,,,,,,,,,,
7091,Transport Corporation,Swatantraveer Savarkar Chowk Or Golden Nest,41,205,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
date,day,direction,from_00_to_01,from_01_to_02,from_02_to_03,from_03_to_04,from_04_to_05,from_05_to_06,from_06_to_07,from_07_to_08,from_08_to_09,from_09_to_10,from_10_to_11,from_11_to_12,from_12_to_13,from_13_to_14,from_14_to_15,from_15_to_16,from_16_to_17,from_17_to_18,from_18_to_19,from_19_to_20,from_20_to_21,from_21_to_22,from_22_to_23,from_23_to_24
9/18/2023,MONDAY   ,DOWN,70,32,1,27,98,231,395,724,1016,581,760,356,467,419,281,354,330,570,346,519,250,245,264,85
9/18/2023,MONDAY   ,UP,95,20,54,31,85,111,284,668,663,798,345,402,545,366,620,381,602,538,631,336,684,609,371,203
