route_name,from_stop_name,to_stop_name,total_passenger,total_amount,,,,,,,,,,,,,,,,,,,,,,
7027,Magathane Depot,Western Hotel Laxmi Baug,13,169,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Borivali Station East,74,444.07,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Dahisar Station Road East,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Daulat Nagar,4,24,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Ghodbunder Village,5,65,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Golden Chemicals,8,48,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Kashimira,23,138,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Magathane Depot,64,384,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Omkareshwar Mandir,9,54,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Transport Corporation,5,30,,,,,,,,,,,,,,,,,,,,,,
7027,Novelty Silk Mill,Western Hotel Laxmi Baug,28,168.07,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Borivali Station East,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Dahisar Station Road East,17,102,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Ghodbunder Village,16,208,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Golden Chemicals,4,52,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Kashimira,10,130,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Ketaki Pada,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Magathane Depot,4,24,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Novelty Silk Mill,14,84,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Transport Corporation,8,104,,,,,,,,,,,,,,,,,,,,,,
7027,Omkareshwar Mandir,Western Hotel Laxmi Baug,8,104,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Borivali Station East,77,1001,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Dahisar Station Road East,118,708,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Daulat Nagar,12,72,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Ghodbunder Village,35,210,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Kashimira,2,12,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Ketaki Pada,12,72,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Magathane Depot,10,130,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Novelty Silk Mill,6,36,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Omkareshwar Mandir,4,52,,,,,,,,,,,,,,,,,,,,,,
7027,Transport Corporation,Western Hotel Laxmi Baug,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Laxmi Baug,Borivali Station East,113,1469,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Laxmi Baug,Dahisar Station Road East,79,474.07,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Laxmi Baug,Daulat Nagar,9,117,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Laxmi Baug,Ghodbunder Village,11,66,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Laxmi Baug,Golden Chemicals,21,126,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Laxmi Baug,Kashimira,1,6,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Laxmi Baug,Ketaki Pada,59,354.21,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Laxmi Baug,Magathane Depot,13,169,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Laxmi Baug,Novelty Silk Mill,7,42,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Laxmi Baug,Omkareshwar Mandir,2,26,,,,,,,,,,,,,,,,,,,,,,
7027,Western Hotel Laxmi Baug,Transport Corporation,2,12,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
date,day,direction,from_00_to_01,from_01_to_02,from_02_to_03,from_03_to_04,from_04_to_05,from_05_to_06,from_06_to_07,from_07_to_08,from_08_to_09,from_09_to_10,from_10_to_11,from_11_to_12,from_12_to_13,from_13_to_14,from_14_to_15,from_15_to_16,from_16_to_17,from_17_to_18,from_18_to_19,from_19_to_20,from_20_to_21,from_21_to_22,from_22_to_23,from_23_to_24
9/18/2023,MONDAY   ,DOWN,5,0,0,0,0,33,153,133,207,203,145,158,220,109,96,84,133,89,274,112,187,71,44,32
9/18/2023,MONDAY   ,UP,0,0,0,0,0,17,68,87,194,205,181,74,137,167,131,126,125,187,150,273,138,163,124,64
