route_name,from_stop_name,to_stop_name,total_passenger,total_amount,,,,,,,,,,,,,,,,,,,,,,
7101,Bhayander Phatak Or Police Station,Omkareshwar Mandir,2,20,,,,,,,,,,,,,,,,,,,,,,
7101,Bhayander Phatak Or Police Station,Poonam Sagar Complex,10,50,,,,,,,,,,,,,,,,,,,,,,
7101,Bhayander Phatak Or Police Station,Srushti,18,90,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Bhayandar Railway Station West,76,380,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Bhayander Phatak Or Police Station,4,20,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Borivali Station East,4,40,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Dahisar Station Road East,2,20,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Daulat Nagar,4,40,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Golden Chemicals,14,140,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Ketaki Pada,2,20,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Magathane Depot,1,15,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Mira Road Station East,53,265,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Novelty Silk Mill,2,20,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Omkareshwar Mandir,1,15,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Poonam Sagar Complex,8,40,,,,,,,,,,,,,,,,,,,,,,
7101,Bishop School,Srushti,43,215,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Bhayandar Railway Station West,5,75,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Bhayander Phatak Or Police Station,2,20,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Bishop School,1,10,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Dahisar Station Road East,54,270,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Daulat Nagar,3,15,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Golden Chemicals,146,730,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Ketaki Pada,8,40,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Magathane Depot,105,525.06,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Mira Bhayandar Mahanagar Palika,2,30,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Mira Road Station East,21,210,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Novelty Silk Mill,22,110,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Poonam Sagar Complex,7,70,,,,,,,,,,,,,,,,,,,,,,
7101,Borivali Station East,Srushti,26,260,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Bhayandar Railway Station West,3,45,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Bhayander Phatak Or Police Station,1,10,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Bishop School,4,40,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Borivali Station East,79,395,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Daulat Nagar,5,25,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Golden Chemicals,63,315,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Ketaki Pada,6,30,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Magathane Depot,158,790,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Mira Bhayandar Mahanagar Palika,3,30,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Mira Road Station East,79,395,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Novelty Silk Mill,2,10,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Omkareshwar Mandir,7,35,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Poonam Sagar Complex,6,30,,,,,,,,,,,,,,,,,,,,,,
7101,Dahisar Station Road East,Srushti,67,335,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Bhayandar Railway Station West,4,60,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Bhayander Phatak Or Police Station,2,20,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Bishop School,7,70,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Borivali Station East,1,5,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Dahisar Station Road East,15,75,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Golden Chemicals,22,110,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Ketaki Pada,4,20,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Magathane Depot,9,45,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Mira Road Station East,7,70,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Novelty Silk Mill,25,125,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Omkareshwar Mandir,1,5,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Poonam Sagar Complex,4,40,,,,,,,,,,,,,,,,,,,,,,
7101,Daulat Nagar,Srushti,35,175,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Bhayandar Railway Station West,37,370,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Bhayander Phatak Or Police Station,151,755,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Bishop School,14,140,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Borivali Station East,224,1120.06,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Dahisar Station Road East,56,280,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Daulat Nagar,9,45,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Ketaki Pada,1,5.06,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Magathane Depot,6,60,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Mira Bhayandar Mahanagar Palika,9,90,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Mira Road Station East,177,885,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Novelty Silk Mill,3,15,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Omkareshwar Mandir,1,10,,,,,,,,,,,,,,,,,,,,,,
7101,Golden Chemicals,Srushti,2,10,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Bhayandar Railway Station West,7,70,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Bhayander Phatak Or Police Station,4,40,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Bishop School,9,90,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Borivali Station East,36,180,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Dahisar Station Road East,8,40,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Daulat Nagar,3,15,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Golden Chemicals,6,30.06,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Magathane Depot,4,40,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Mira Bhayandar Mahanagar Palika,4,40,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Mira Road Station East,68,340,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Omkareshwar Mandir,35,175,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Poonam Sagar Complex,7,35,,,,,,,,,,,,,,,,,,,,,,
7101,Ketaki Pada,Srushti,21,105,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Bhayandar Railway Station West,3,45,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Bhayander Phatak Or Police Station,4,60,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Borivali Station East,50,250,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Dahisar Station Road East,48,240,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Daulat Nagar,3,15,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Golden Chemicals,5,50,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Ketaki Pada,3,30,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Mira Road Station East,23,230,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Novelty Silk Mill,55,275,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Omkareshwar Mandir,3,15,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Poonam Sagar Complex,2,20,,,,,,,,,,,,,,,,,,,,,,
7101,Magathane Depot,Srushti,9,90,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Bhayandar Railway Station West,14,70.06,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Bhayander Phatak Or Police Station,15,75,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Bishop School,2,10,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Borivali Station East,4,60,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Dahisar Station Road East,15,150,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Daulat Nagar,3,45,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Golden Chemicals,46,460,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Ketaki Pada,8,80.11,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Magathane Depot,7,105,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Mira Road Station East,47,235,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Novelty Silk Mill,11,110,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Poonam Sagar Complex,6,60,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Bhayandar Mahanagar Palika,Srushti,5,50,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Bhayandar Railway Station West,16,160,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Bhayander Phatak Or Police Station,10,50,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Bishop School,36,180,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Borivali Station East,11,110,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Dahisar Station Road East,219,1095.12,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Daulat Nagar,7,70,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Golden Chemicals,189,945,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Ketaki Pada,29,145,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Magathane Depot,12,120,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Mira Bhayandar Mahanagar Palika,57,285,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Novelty Silk Mill,5,25,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Omkareshwar Mandir,2,20,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Poonam Sagar Complex,1,5,,,,,,,,,,,,,,,,,,,,,,
7101,Mira Road Station East,Srushti,30,150,,,,,,,,,,,,,,,,,,,,,,
7101,Novelty Silk Mill,Bhayandar Railway Station West,3,30,,,,,,,,,,,,,,,,,,,,,,
7101,Novelty Silk Mill,Bhayander Phatak Or Police Station,4,40,,,,,,,,,,,,,,,,,,,,,,
7101,Novelty Silk Mill,Borivali Station East,30,150,,,,,,,,,,,,,,,,,,,,,,
7101,Novelty Silk Mill,Dahisar Station Road East,2,10,,,,,,,,,,,,,,,,,,,,,,
7101,Novelty Silk Mill,Daulat Nagar,7,35,,,,,,,,,,,,,,,,,,,,,,
7101,Novelty Silk Mill,Golden Chemicals,5,25,,,,,,,,,,,,,,,,,,,,,,
7101,Novelty Silk Mill,Magathane Depot,119,595,,,,,,,,,,,,,,,,,,,,,,
7101,Novelty Silk Mill,Mira Road Station East,34,170.06,,,,,,,,,,,,,,,,,,,,,,
7101,Novelty Silk Mill,Omkareshwar Mandir,3,15,,,,,,,,,,,,,,,,,,,,,,
7101,Novelty Silk Mill,Poonam Sagar Complex,11,55,,,,,,,,,,,,,,,,,,,,,,
7101,Novelty Silk Mill,Srushti,16,80,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Bhayandar Railway Station West,1,15,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Bhayander Phatak Or Police Station,2,20,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Borivali Station East,3,15,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Dahisar Station Road East,16,80,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Daulat Nagar,2,10,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Golden Chemicals,7,70,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Ketaki Pada,5,25,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Magathane Depot,11,55,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Mira Road Station East,14,140,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Novelty Silk Mill,15,75,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Poonam Sagar Complex,1,10,,,,,,,,,,,,,,,,,,,,,,
7101,Omkareshwar Mandir,Srushti,5,50,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Bhayandar Railway Station West,7,70,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Bhayander Phatak Or Police Station,27,135,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Bishop School,32,160,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Borivali Station East,4,40,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Dahisar Station Road East,24,120,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Daulat Nagar,3,30,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Golden Chemicals,15,75,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Ketaki Pada,15,75.06,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Magathane Depot,8,80,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Mira Bhayandar Mahanagar Palika,3,30,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Mira Road Station East,20,100,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Novelty Silk Mill,4,20,,,,,,,,,,,,,,,,,,,,,,
7101,Poonam Sagar Complex,Omkareshwar Mandir,2,20,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Borivali Station East,42,420.11,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Dahisar Station Road East,63,315,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Daulat Nagar,66,330.12,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Golden Chemicals,4,20,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Ketaki Pada,11,55,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Magathane Depot,23,230,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Novelty Silk Mill,11,55,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Omkareshwar Mandir,5,50,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Bhayandar Railway Station West,19,190,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Bhayander Phatak Or Police Station,76,380,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Bishop School,72,360,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Mira Bhayandar Mahanagar Palika,12,120,,,,,,,,,,,,,,,,,,,,,,
7101,Srushti,Mira Road Station East,96,480,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
date,day,direction,from_00_to_01,from_01_to_02,from_02_to_03,from_03_to_04,from_04_to_05,from_05_to_06,from_06_to_07,from_07_to_08,from_08_to_09,from_09_to_10,from_10_to_11,from_11_to_12,from_12_to_13,from_13_to_14,from_14_to_15,from_15_to_16,from_16_to_17,from_17_to_18,from_18_to_19,from_19_to_20,from_20_to_21,from_21_to_22,from_22_to_23,from_23_to_24
9/18/2023,MONDAY   ,DOWN,1,0,0,0,0,1,207,233,347,204,194,214,288,121,171,94,122,93,25,99,149,24,1,17
9/18/2023,MONDAY   ,UP,0,0,0,0,0,25,51,180,99,219,185,139,187,130,91,152,151,84,208,154,0,45,22,0
