,route_name,from_stop_name,to_stop_name,total_passenger,total_amount,direction,from_stop_no,from_lat,from_long,to_lat,to_long,to_stop_no
50,7091,transport corporation,daulat nagar,98,490,down,18,19.269584,72.878662,19.236447,72.85918,10
51,7091,bhayandar station east,goddev naka,18,90,down,65,19.312319,72.853463,19.304029,72.858854,59
52,7091,borivali station east,goddev naka,8,120,up,5,19.227846,72.857949,19.304029,72.858854,59
53,7091,dahisar station road east,goddev naka,8,80,up,14,19.248635,72.862483,19.304029,72.858854,59
54,7091,daulat nagar,goddev naka,10,100,up,10,19.236447,72.85918,19.304029,72.858854,59
55,7091,golden chemicals,goddev naka,27,270,up,15,19.263041,72.873794,19.304029,72.858854,59
56,7091,kashimira,goddev naka,758,3790,up,19,19.27301,72.883464,19.304029,72.858854,59
57,7091,ketaki pada,goddev naka,16,160,up,18,19.255893,72.869232,19.304029,72.858854,59
58,7091,magathane depot,goddev naka,9,135,up,0,19.221336,72.866122,19.304029,72.858854,59
59,7091,novelty silk mill,goddev naka,9,90,up,17,19.254763,72.867036,19.304029,72.858854,59
60,7091,omkareshwar mandir,goddev naka,1,15,up,7,19.231425,72.862322,19.304029,72.858854,59
61,7091,s k stone,goddev naka,30,150,up,49,19.285163,72.869654,19.304029,72.858854,59
62,7091,transport corporation,goddev naka,7,70,up,18,19.269584,72.878662,19.304029,72.858854,59
63,7091,bhayandar station east,golden chemicals,44,440,down,65,19.312319,72.853463,19.263041,72.873794,15
64,7091,bhayander phatak or police station,golden chemicals,8,80,down,56,19.29886,72.854937,19.263041,72.873794,15
65,7091,borivali station east,golden chemicals,732,3660.06,up,5,19.227846,72.857949,19.263041,72.873794,15
66,7091,dahisar station road east,golden chemicals,173,865,up,14,19.248635,72.862483,19.263041,72.873794,15
67,7091,daulat nagar,golden chemicals,99,495,up,10,19.236447,72.85918,19.263041,72.873794,15
68,7091,goddev naka,golden chemicals,27,270,down,59,19.304029,72.858854,19.263041,72.873794,15
69,7091,kashimira,golden chemicals,28,140,down,19,19.27301,72.883464,19.263041,72.873794,15
70,7091,ketaki pada,golden chemicals,12,60.17,down,18,19.255893,72.869232,19.263041,72.873794,15
71,7091,magathane depot,golden chemicals,19,190,up,0,19.221336,72.866122,19.263041,72.873794,15
72,7091,novelty silk mill,golden chemicals,7,35,down,17,19.254763,72.867036,19.263041,72.873794,15
73,7091,omkareshwar mandir,golden chemicals,25,250.22,up,7,19.231425,72.862322,19.263041,72.873794,15
74,7091,s k stone,golden chemicals,80,400,down,49,19.285163,72.869654,19.263041,72.873794,15
75,7091,transport corporation,golden chemicals,2,10,down,18,19.269584,72.878662,19.263041,72.873794,15
76,7091,bhayandar station east,kashimira,210,2100,down,65,19.312319,72.853463,19.27301,72.883464,19
77,7091,bhayander phatak or police station,kashimira,107,535,down,56,19.29886,72.854937,19.27301,72.883464,19
78,7091,borivali station east,kashimira,192,1920,up,5,19.227846,72.857949,19.27301,72.883464,19
79,7091,dahisar station road east,kashimira,431,2155,up,14,19.248635,72.862483,19.27301,72.883464,19
80,7091,daulat nagar,kashimira,53,530,up,10,19.236447,72.85918,19.27301,72.883464,19
81,7091,goddev naka,kashimira,326,1630,down,59,19.304029,72.858854,19.27301,72.883464,19
82,7091,golden chemicals,kashimira,53,265.06,up,15,19.263041,72.873794,19.27301,72.883464,19
83,7091,ketaki pada,kashimira,98,490.06,up,18,19.255893,72.869232,19.27301,72.883464,19
84,7091,magathane depot,kashimira,54,540,up,0,19.221336,72.866122,19.27301,72.883464,19
85,7091,novelty silk mill,kashimira,73,365.06,up,17,19.254763,72.867036,19.27301,72.883464,19
86,7091,omkareshwar mandir,kashimira,21,210,up,7,19.231425,72.862322,19.27301,72.883464,19
87,7091,s k stone,kashimira,61,305,down,49,19.285163,72.869654,19.27301,72.883464,19
88,7091,transport corporation,kashimira,4,20,up,18,19.269584,72.878662,19.27301,72.883464,19
89,7091,bhayandar station east,ketaki pada,32,320,down,65,19.312319,72.853463,19.255893,72.869232,18
90,7091,bhayander phatak or police station,ketaki pada,4,40,down,56,19.29886,72.854937,19.255893,72.869232,18
91,7091,borivali station east,ketaki pada,35,175,up,5,19.227846,72.857949,19.255893,72.869232,18
92,7091,dahisar station road east,ketaki pada,17,85,up,14,19.248635,72.862483,19.255893,72.869232,18
93,7091,daulat nagar,ketaki pada,12,60,up,10,19.236447,72.85918,19.255893,72.869232,18
94,7091,goddev naka,ketaki pada,13,130,down,59,19.304029,72.858854,19.255893,72.869232,18
95,7091,golden chemicals,ketaki pada,3,15.06,up,15,19.263041,72.873794,19.255893,72.869232,18
96,7091,kashimira,ketaki pada,43,215,down,19,19.27301,72.883464,19.255893,72.869232,18
97,7091,magathane depot,ketaki pada,7,70,up,0,19.221336,72.866122,19.255893,72.869232,18
98,7091,novelty silk mill,ketaki pada,1,5,up,17,19.254763,72.867036,19.255893,72.869232,18
99,7091,omkareshwar mandir,ketaki pada,40,200,up,7,19.231425,72.862322,19.255893,72.869232,18
100,7091,s k stone,ketaki pada,117,585.36,down,49,19.285163,72.869654,19.255893,72.869232,18
101,7091,transport corporation,ketaki pada,26,130,down,18,19.269584,72.878662,19.255893,72.869232,18
102,7091,bhayandar station east,magathane depot,21,315,down,65,19.312319,72.853463,19.221336,72.866122,0
103,7091,bhayander phatak or police station,magathane depot,7,105,down,56,19.29886,72.854937,19.221336,72.866122,0
104,7091,borivali station east,magathane depot,273,1365,down,5,19.227846,72.857949,19.221336,72.866122,0
105,7091,dahisar station road east,magathane depot,565,2825.12,down,14,19.248635,72.862483,19.221336,72.866122,0
106,7091,daulat nagar,magathane depot,76,380,down,10,19.236447,72.85918,19.221336,72.866122,0
107,7091,goddev naka,magathane depot,6,90,down,59,19.304029,72.858854,19.221336,72.866122,0
108,7091,golden chemicals,magathane depot,32,320,down,15,19.263041,72.873794,19.221336,72.866122,0
109,7091,kashimira,magathane depot,36,360,down,19,19.27301,72.883464,19.221336,72.866122,0
110,7091,ketaki pada,magathane depot,12,120,down,18,19.255893,72.869232,19.221336,72.866122,0
111,7091,novelty silk mill,magathane depot,269,1345.06,down,17,19.254763,72.867036,19.221336,72.866122,0
112,7091,omkareshwar mandir,magathane depot,16,80,down,7,19.231425,72.862322,19.221336,72.866122,0
113,7091,s k stone,magathane depot,74,740,down,49,19.285163,72.869654,19.221336,72.866122,0
114,7091,transport corporation,magathane depot,34,340,down,18,19.269584,72.878662,19.221336,72.866122,0
115,7091,bhayandar station east,novelty silk mill,20,200,down,65,19.312319,72.853463,19.254763,72.867036,17
116,7091,bhayander phatak or police station,novelty silk mill,19,190,down,56,19.29886,72.854937,19.254763,72.867036,17
117,7091,borivali station east,novelty silk mill,75,375,up,5,19.227846,72.857949,19.254763,72.867036,17
118,7091,dahisar station road east,novelty silk mill,6,30,up,14,19.248635,72.862483,19.254763,72.867036,17
119,7091,daulat nagar,novelty silk mill,53,265,up,10,19.236447,72.85918,19.254763,72.867036,17
120,7091,goddev naka,novelty silk mill,15,150,down,59,19.304029,72.858854,19.254763,72.867036,17
121,7091,golden chemicals,novelty silk mill,11,55,up,15,19.263041,72.873794,19.254763,72.867036,17
122,7091,kashimira,novelty silk mill,42,210,down,19,19.27301,72.883464,19.254763,72.867036,17
123,7091,magathane depot,novelty silk mill,254,1270,up,0,19.221336,72.866122,19.254763,72.867036,17
124,7091,omkareshwar mandir,novelty silk mill,48,240,up,7,19.231425,72.862322,19.254763,72.867036,17
125,7091,s k stone,novelty silk mill,288,1440.18,down,49,19.285163,72.869654,19.254763,72.867036,17
126,7091,transport corporation,novelty silk mill,33,165,down,18,19.269584,72.878662,19.254763,72.867036,17
127,7091,bhayandar station east,omkareshwar mandir,2,30,down,65,19.312319,72.853463,19.231425,72.862322,7
128,7091,bhayander phatak or police station,omkareshwar mandir,3,45,down,56,19.29886,72.854937,19.231425,72.862322,7
129,7091,dahisar station road east,omkareshwar mandir,14,70,down,14,19.248635,72.862483,19.231425,72.862322,7
130,7091,daulat nagar,omkareshwar mandir,5,25,down,10,19.236447,72.85918,19.231425,72.862322,7
131,7091,golden chemicals,omkareshwar mandir,11,110,down,15,19.263041,72.873794,19.231425,72.862322,7
132,7091,kashimira,omkareshwar mandir,15,150,down,19,19.27301,72.883464,19.231425,72.862322,7
133,7091,ketaki pada,omkareshwar mandir,32,160,down,18,19.255893,72.869232,19.231425,72.862322,7
134,7091,magathane depot,omkareshwar mandir,6,30,up,0,19.221336,72.866122,19.231425,72.862322,7
135,7091,novelty silk mill,omkareshwar mandir,8,40,down,17,19.254763,72.867036,19.231425,72.862322,7
136,7091,s k stone,omkareshwar mandir,15,150,down,49,19.285163,72.869654,19.231425,72.862322,7
137,7091,transport corporation,omkareshwar mandir,4,40,down,18,19.269584,72.878662,19.231425,72.862322,7
138,7091,bhayandar station east,s k stone,1248,6240,down,65,19.312319,72.853463,19.285163,72.869654,49
139,7091,bhayander phatak or police station,s k stone,28,140,down,56,19.29886,72.854937,19.285163,72.869654,49
140,7091,borivali station east,s k stone,147,1470,up,5,19.227846,72.857949,19.285163,72.869654,49
141,7091,dahisar station road east,s k stone,51,510,up,14,19.248635,72.862483,19.285163,72.869654,49
142,7091,daulat nagar,s k stone,51,510,up,10,19.236447,72.85918,19.285163,72.869654,49
143,7091,goddev naka,s k stone,86,430,down,59,19.304029,72.858854,19.285163,72.869654,49
144,7091,golden chemicals,s k stone,167,835,up,15,19.263041,72.873794,19.285163,72.869654,49
145,7091,kashimira,s k stone,52,260,up,19,19.27301,72.883464,19.285163,72.869654,49
146,7091,ketaki pada,s k stone,246,1230.42,up,18,19.255893,72.869232,19.285163,72.869654,49
147,7091,magathane depot,s k stone,65,650.43,up,0,19.221336,72.866122,19.285163,72.869654,49
148,7091,novelty silk mill,s k stone,114,570,up,17,19.254763,72.867036,19.285163,72.869654,49
149,7091,omkareshwar mandir,s k stone,29,290,up,7,19.231425,72.862322,19.285163,72.869654,49
150,7091,transport corporation,s k stone,27,135,up,18,19.269584,72.878662,19.285163,72.869654,49
151,7091,bhayandar station east,transport corporation,62,620,down,65,19.312319,72.853463,19.269584,72.878662,18
152,7091,bhayander phatak or police station,transport corporation,161,805,down,56,19.29886,72.854937,19.269584,72.878662,18
153,7091,borivali station east,transport corporation,111,1110,up,5,19.227846,72.857949,19.269584,72.878662,18
154,7091,dahisar station road east,transport corporation,230,1150,up,14,19.248635,72.862483,19.269584,72.878662,18
155,7091,daulat nagar,transport corporation,141,705,up,10,19.236447,72.85918,19.269584,72.878662,18
156,7091,goddev naka,transport corporation,7,70,down,59,19.304029,72.858854,19.269584,72.878662,18
157,7091,golden chemicals,transport corporation,8,40,up,15,19.263041,72.873794,19.269584,72.878662,18
158,7091,kashimira,transport corporation,2,10,down,19,19.27301,72.883464,19.269584,72.878662,18
159,7091,ketaki pada,transport corporation,37,185,down,18,19.255893,72.869232,19.269584,72.878662,18
160,7091,magathane depot,transport corporation,24,240,up,0,19.221336,72.866122,19.269584,72.878662,18
161,7091,novelty silk mill,transport corporation,25,125,up,17,19.254763,72.867036,19.269584,72.878662,18
162,7091,omkareshwar mandir,transport corporation,17,170,up,7,19.231425,72.862322,19.269584,72.878662,18
163,7091,s k stone,transport corporation,49,245,down,49,19.285163,72.869654,19.269584,72.878662,18
164,7091,bhayander phatak or police station,bhayandar station east,355,1775,up,56,19.29886,72.854937,19.312319,72.853463,65
165,7091,borivali station east,bhayandar station east,25,375,up,5,19.227846,72.857949,19.312319,72.853463,65
166,7091,dahisar station road east,bhayandar station east,39,390,up,14,19.248635,72.862483,19.312319,72.853463,65
167,7091,daulat nagar,bhayandar station east,11,165,up,10,19.236447,72.85918,19.312319,72.853463,65
168,7091,goddev naka,bhayandar station east,358,1790,up,59,19.304029,72.858854,19.312319,72.853463,65
169,7091,golden chemicals,bhayandar station east,128,1280,up,15,19.263041,72.873794,19.312319,72.853463,65
170,7091,kashimira,bhayandar station east,351,3510,up,19,19.27301,72.883464,19.312319,72.853463,65
171,7091,ketaki pada,bhayandar station east,69,690,up,18,19.255893,72.869232,19.312319,72.853463,65
172,7091,magathane depot,bhayandar station east,56,840,up,0,19.221336,72.866122,19.312319,72.853463,65
173,7091,novelty silk mill,bhayandar station east,21,210,up,17,19.254763,72.867036,19.312319,72.853463,65
174,7091,omkareshwar mandir,bhayandar station east,9,135,up,7,19.231425,72.862322,19.312319,72.853463,65
175,7091,s k stone,bhayandar station east,752,3760,up,49,19.285163,72.869654,19.312319,72.853463,65
176,7091,transport corporation,bhayandar station east,38,380,up,18,19.269584,72.878662,19.312319,72.853463,65
