,route_name,from_stop_name,to_stop_name,total_passenger,total_amount,stop-number,from_lat,from_long,to_lat,to_long
52,7035,daulat nagar,magathane depot,13,65,29123,19.236447,72.859180,19.236447,72.859180
53,7035,daulat nagar,magathane telecom exchange,18,90,29123,19.236447,72.859180,19.236447,72.859180
54,7035,daulat nagar,mira road station east,24,240,29123,19.236447,72.859180,19.236447,72.859180
55,7035,daulat nagar,novelty silk mill,44,220.06,29123,19.236447,72.859180,19.236447,72.859180
56,7035,daulat nagar,omkareshwar mandir,4,20,29123,19.236447,72.859180,19.236447,72.859180
57,7035,daulat nagar,royal college,4,60,29123,19.236447,72.859180,19.236447,72.859180
58,7035,daulat nagar,samata nagar bus station kandivali east,8,80,29123,19.236447,72.859180,19.236447,72.859180
59,7035,daulat nagar,thakur cinema,34,170,29123,19.236447,72.859180,19.236447,72.859180
60,7035,daulat nagar,transport corporation,115,575,29123,19.236447,72.859180,19.236447,72.859180
61,7035,golden chemicals,apna bazar,4,40,29168,19.263041,72.873794,19.263041,72.873794
62,7035,golden chemicals,borivali station east,342,1710,29168,19.263041,72.873794,19.263041,72.873794
63,7035,golden chemicals,dahisar station road east,99,495,29168,19.263041,72.873794,19.263041,72.873794
64,7035,golden chemicals,daulat nagar,15,75,29168,19.263041,72.873794,19.263041,72.873794
65,7035,golden chemicals,jammu and kashmir bank or jangid circle,78,390,29168,19.263041,72.873794,19.263041,72.873794
66,7035,golden chemicals,kashi mira,48,240,29168,19.263041,72.873794,19.263041,72.873794
67,7035,golden chemicals,ketaki pada,4,20.12,29168,19.263041,72.873794,19.263041,72.873794
68,7035,golden chemicals,magathane depot,7,70,29168,19.263041,72.873794,19.263041,72.873794
69,7035,golden chemicals,magathane telecom exchange,5,50,29168,19.263041,72.873794,19.263041,72.873794
70,7035,golden chemicals,mira road station east,68,680,29168,19.263041,72.873794,19.263041,72.873794
71,7035,golden chemicals,novelty silk mill,1,5,29168,19.263041,72.873794,19.263041,72.873794
72,7035,golden chemicals,omkareshwar mandir,2,20,29168,19.263041,72.873794,19.263041,72.873794
73,7035,golden chemicals,samata nagar bus station kandivali east,30,300,29168,19.263041,72.873794,19.263041,72.873794
74,7035,golden chemicals,thakur cinema,3,30,29168,19.263041,72.873794,19.263041,72.873794
75,7035,golden chemicals,transport corporation,7,35,29168,19.263041,72.873794,19.263041,72.873794
76,7035,ketaki pada,apna bazar,4,40,29215,19.255893,72.869232,19.255893,72.869232
77,7035,ketaki pada,borivali station east,107,545,29215,19.255893,72.869232,19.255893,72.869232
78,7035,ketaki pada,dahisar station road east,19,95,29215,19.255893,72.869232,19.255893,72.869232
79,7035,ketaki pada,daulat nagar,8,40,29215,19.255893,72.869232,19.255893,72.869232
80,7035,ketaki pada,golden chemicals,6,30,29215,19.255893,72.869232,19.255893,72.869232
81,7035,ketaki pada,jammu and kashmir bank or jangid circle,154,770.06,29215,19.255893,72.869232,19.255893,72.869232
82,7035,ketaki pada,kashi mira,73,365,29215,19.255893,72.869232,19.255893,72.869232
83,7035,ketaki pada,magathane depot,6,60,29215,19.255893,72.869232,19.255893,72.869232
84,7035,ketaki pada,magathane telecom exchange,1,10,29215,19.255893,72.869232,19.255893,72.869232
85,7035,ketaki pada,mira road station east,49,490,29215,19.255893,72.869232,19.255893,72.869232
86,7035,ketaki pada,novelty silk mill,1,5,29215,19.255893,72.869232,19.255893,72.869232
87,7035,ketaki pada,omkareshwar mandir,13,65,29215,19.255893,72.869232,19.255893,72.869232
88,7035,ketaki pada,royal college,3,30,29215,19.255893,72.869232,19.255893,72.869232
89,7035,ketaki pada,royal complex,1,10,29215,19.255893,72.869232,19.255893,72.869232
90,7035,ketaki pada,samata nagar bus station kandivali east,9,90,29215,19.255893,72.869232,19.255893,72.869232
91,7035,ketaki pada,thakur cinema,2,20,29215,19.255893,72.869232,19.255893,72.869232
92,7035,ketaki pada,transport corporation,21,105,29215,19.255893,72.869232,19.255893,72.869232
93,7035,magathane depot,borivali station east,102,510,29231,19.221336,72.866122,19.221336,72.866122
94,7035,magathane depot,dahisar station road east,53,265,29231,19.221336,72.866122,19.221336,72.866122
95,7035,magathane depot,daulat nagar,5,25,29231,19.221336,72.866122,19.221336,72.866122
96,7035,magathane depot,golden chemicals,4,40,29231,19.221336,72.866122,19.221336,72.866122
97,7035,magathane depot,jammu and kashmir bank or jangid circle,20,200,29231,19.221336,72.866122,19.221336,72.866122
98,7035,magathane depot,kashi mira,6,60,29231,19.221336,72.866122,19.221336,72.866122
99,7035,magathane depot,ketaki pada,7,70,29231,19.221336,72.866122,19.221336,72.866122
100,7035,magathane depot,mira road station east,9,135,29231,19.221336,72.866122,19.221336,72.866122
101,7035,magathane depot,novelty silk mill,85,425,29231,19.221336,72.866122,19.221336,72.866122
102,7035,magathane depot,omkareshwar mandir,3,15,29231,19.221336,72.866122,19.221336,72.866122
103,7035,magathane depot,royal college,1,15,29231,19.221336,72.866122,19.221336,72.866122
104,7035,magathane depot,samata nagar bus station kandivali east,79,395,29231,19.221336,72.866122,19.221336,72.866122
105,7035,magathane depot,transport corporation,6,60,29231,19.221336,72.866122,19.221336,72.866122
106,7035,magathane telecom exchange,apna bazar,4,60,29255,19.216034,72.867048,19.216034,72.867048
107,7035,magathane telecom exchange,borivali station east,101,505,29255,19.216034,72.867048,19.216034,72.867048
108,7035,magathane telecom exchange,dahisar station road east,58,290,29255,19.216034,72.867048,19.216034,72.867048
109,7035,magathane telecom exchange,daulat nagar,11,55,29255,19.216034,72.867048,19.216034,72.867048
110,7035,magathane telecom exchange,golden chemicals,4,40,29255,19.216034,72.867048,19.216034,72.867048
111,7035,magathane telecom exchange,kashi mira,4,40,29255,19.216034,72.867048,19.216034,72.867048
112,7035,magathane telecom exchange,ketaki pada,2,20,29255,19.216034,72.867048,19.216034,72.867048
113,7035,magathane telecom exchange,mira road station east,1,15,29255,19.216034,72.867048,19.216034,72.867048
114,7035,magathane telecom exchange,novelty silk mill,2,20,29255,19.216034,72.867048,19.216034,72.867048
115,7035,magathane telecom exchange,omkareshwar mandir,8,40,29255,19.216034,72.867048,19.216034,72.867048
116,7035,magathane telecom exchange,royal college,1,15,29255,19.216034,72.867048,19.216034,72.867048
117,7035,magathane telecom exchange,samata nagar bus station kandivali east,48,240.06,29255,19.216034,72.867048,19.216034,72.867048
118,7035,magathane telecom exchange,transport corporation,2,20,29255,19.216034,72.867048,19.216034,72.867048
119,7035,mira road station,apna bazar,8,40,29263,19.281462,72.858059,19.281462,72.858059
120,7035,mira road station,borivali station east,49,490,29263,19.281462,72.858059,19.281462,72.858059
121,7035,mira road station,dahisar station road east,57,570.11,29263,19.281462,72.858059,19.281462,72.858059
122,7035,mira road station,daulat nagar,22,220,29263,19.281462,72.858059,19.281462,72.858059
123,7035,mira road station,golden chemicals,1099,5495,29263,19.281462,72.858059,19.281462,72.858059
124,7035,mira road station,ketaki pada,54,540.11,29263,19.281462,72.858059,19.281462,72.858059
125,7035,mira road station,magathane depot,13,195,29263,19.281462,72.858059,19.281462,72.858059
126,7035,mira road station,magathane telecom exchange,6,90,29263,19.281462,72.858059,19.281462,72.858059
127,7035,mira road station,novelty silk mill,36,360,29263,19.281462,72.858059,19.281462,72.858059
128,7035,mira road station,omkareshwar mandir,10,100,29263,19.281462,72.858059,19.281462,72.858059
129,7035,mira road station,royal college,166,830,29263,19.281462,72.858059,19.281462,72.858059
130,7035,mira road station,royal complex,28,140.06,29263,19.281462,72.858059,19.281462,72.858059
131,7035,mira road station,samata nagar bus station kandivali east,96,1440,29263,19.281462,72.858059,19.281462,72.858059
132,7035,mira road station,thakur cinema,1,15,29263,19.281462,72.858059,19.281462,72.858059
133,7035,novelty silk mill,apna bazar,9,90,29293,19.254763,72.867036,19.254763,72.867036
134,7035,novelty silk mill,borivali station east,141,705.06,29293,19.254763,72.867036,19.254763,72.867036
135,7035,novelty silk mill,dahisar station road east,2,10,29293,19.254763,72.867036,19.254763,72.867036
136,7035,novelty silk mill,daulat nagar,19,95,29293,19.254763,72.867036,19.254763,72.867036
137,7035,novelty silk mill,golden chemicals,5,25.06,29293,19.254763,72.867036,19.254763,72.867036
138,7035,novelty silk mill,jammu and kashmir bank or jangid circle,104,520.06,29293,19.254763,72.867036,19.254763,72.867036
139,7035,novelty silk mill,kashi mira,37,185,29293,19.254763,72.867036,19.254763,72.867036
140,7035,novelty silk mill,magathane depot,173,865,29293,19.254763,72.867036,19.254763,72.867036
141,7035,novelty silk mill,magathane telecom exchange,5,50,29293,19.254763,72.867036,19.254763,72.867036
142,7035,novelty silk mill,mira road station east,33,330,29293,19.254763,72.867036,19.254763,72.867036
143,7035,novelty silk mill,omkareshwar mandir,11,55,29293,19.254763,72.867036,19.254763,72.867036
144,7035,novelty silk mill,royal college,8,80,29293,19.254763,72.867036,19.254763,72.867036
145,7035,novelty silk mill,royal complex,3,30,29293,19.254763,72.867036,19.254763,72.867036
146,7035,novelty silk mill,samata nagar bus station kandivali east,49,490,29293,19.254763,72.867036,19.254763,72.867036
147,7035,novelty silk mill,thakur cinema,7,70,29293,19.254763,72.867036,19.254763,72.867036
148,7035,novelty silk mill,transport corporation,20,100,29293,19.254763,72.867036,19.254763,72.867036
149,7035,omkareshwar mandir,borivali station east,8,40,29298,19.231425,72.862322,19.231425,72.862322
150,7035,omkareshwar mandir,dahisar station road east,27,135,29298,19.231425,72.862322,19.231425,72.862322
151,7035,omkareshwar mandir,daulat nagar,4,20,29298,19.231425,72.862322,19.231425,72.862322
152,7035,omkareshwar mandir,golden chemicals,5,50,29298,19.231425,72.862322,19.231425,72.862322
153,7035,omkareshwar mandir,jammu and kashmir bank or jangid circle,7,70,29298,19.231425,72.862322,19.231425,72.862322
154,7035,omkareshwar mandir,kashi mira,6,60,29298,19.231425,72.862322,19.231425,72.862322
155,7035,omkareshwar mandir,ketaki pada,8,40,29298,19.231425,72.862322,19.231425,72.862322
156,7035,omkareshwar mandir,magathane depot,4,20,29298,19.231425,72.862322,19.231425,72.862322
157,7035,omkareshwar mandir,magathane telecom exchange,4,20,29298,19.231425,72.862322,19.231425,72.862322
158,7035,omkareshwar mandir,mira road station east,8,120,29298,19.231425,72.862322,19.231425,72.862322
159,7035,omkareshwar mandir,novelty silk mill,28,140,29298,19.231425,72.862322,19.231425,72.862322
160,7035,omkareshwar mandir,royal college,4,60,29298,19.231425,72.862322,19.231425,72.862322
161,7035,omkareshwar mandir,samata nagar bus station kandivali east,158,790,29298,19.231425,72.862322,19.231425,72.862322
162,7035,omkareshwar mandir,thakur cinema,4,20,29298,19.231425,72.862322,19.231425,72.862322
163,7035,omkareshwar mandir,transport corporation,4,40,29298,19.231425,72.862322,19.231425,72.862322
164,7035,samata nagar bus station kandivali east,apna bazar,5,100,29468,19.206911,72.869573,19.206911,72.869573
165,7035,samata nagar bus station kandivali east,borivali station east,1126,5630,29468,19.206911,72.869573,19.206911,72.869573
166,7035,samata nagar bus station kandivali east,dahisar station road east,63,630,29468,19.206911,72.869573,19.206911,72.869573
167,7035,samata nagar bus station kandivali east,daulat nagar,9,90,29468,19.206911,72.869573,19.206911,72.869573
168,7035,samata nagar bus station kandivali east,golden chemicals,27,270,29468,19.206911,72.869573,19.206911,72.869573
169,7035,samata nagar bus station kandivali east,jammu and kashmir bank or jangid circle,39,585,29468,19.206911,72.869573,19.206911,72.869573
170,7035,samata nagar bus station kandivali east,kashi mira,17,255,29468,19.206911,72.869573,19.206911,72.869573
171,7035,samata nagar bus station kandivali east,ketaki pada,8,80,29468,19.206911,72.869573,19.206911,72.869573
172,7035,samata nagar bus station kandivali east,magathane depot,15,90,29468,19.206911,72.869573,19.206911,72.869573
173,7035,samata nagar bus station kandivali east,magathane telecom exchange,6,30,29468,19.206911,72.869573,19.206911,72.869573
174,7035,samata nagar bus station kandivali east,mira road station east,73,1095,29468,19.206911,72.869573,19.206911,72.869573
175,7035,samata nagar bus station kandivali east,novelty silk mill,37,370,29468,19.206911,72.869573,19.206911,72.869573
176,7035,samata nagar bus station kandivali east,omkareshwar mandir,19,95,29468,19.206911,72.869573,19.206911,72.869573
177,7035,samata nagar bus station kandivali east,royal college,1,20,29468,19.206911,72.869573,19.206911,72.869573
178,7035,samata nagar bus station kandivali east,transport corporation,40,400,29468,19.206911,72.869573,19.206911,72.869573
179,7035,thakur cinema,apna bazar,1,15,29443,19.209984,72.872881,19.209984,72.872881
180,7035,thakur cinema,borivali station east,401,2005.06,29443,19.209984,72.872881,19.209984,72.872881
181,7035,thakur cinema,dahisar station road east,30,300,29443,19.209984,72.872881,19.209984,72.872881
182,7035,thakur cinema,daulat nagar,34,170,29443,19.209984,72.872881,19.209984,72.872881
183,7035,thakur cinema,golden chemicals,17,170,29443,19.209984,72.872881,19.209984,72.872881
184,7035,thakur cinema,jammu and kashmir bank or jangid circle,17,255,29443,19.209984,72.872881,19.209984,72.872881
185,7035,thakur cinema,kashi mira,15,150,29443,19.209984,72.872881,19.209984,72.872881
186,7035,thakur cinema,ketaki pada,7,70,29443,19.209984,72.872881,19.209984,72.872881
187,7035,thakur cinema,magathane depot,1,5,29443,19.209984,72.872881,19.209984,72.872881
188,7035,thakur cinema,mira road station east,10,150,29443,19.209984,72.872881,19.209984,72.872881
189,7035,thakur cinema,novelty silk mill,18,180,29443,19.209984,72.872881,19.209984,72.872881
190,7035,thakur cinema,omkareshwar mandir,15,75,29443,19.209984,72.872881,19.209984,72.872881
191,7035,thakur cinema,samata nagar bus station kandivali east,3,15,29443,19.209984,72.872881,19.209984,72.872881
192,7035,thakur cinema,transport corporation,5,50,29443,19.209984,72.872881,19.209984,72.872881
193,7035,transport corporation,apna bazar,1,10,29441,19.269584,72.878662,19.269584,72.878662
194,7035,transport corporation,jammu and kashmir bank or jangid circle,5,25,29441,19.269584,72.878662,19.269584,72.878662
195,7035,transport corporation,mira road station east,167,835,29441,19.269584,72.878662,19.269584,72.878662
